name,county,notes,state,type,lon,lat,image,popularity,popularity_num,real_address
Quartz Lake,,NA,Alaska,state_park,-145.8199308,64.2104624,NA,NA,NA,"Quartz Lake Access Rd, Delta Junction, AK 99737, USA"
Eagle Trail State Recreation Site,,NA,Alaska,state_park,-142.8316186,63.3253436,NA,NA,NA,"Tok River State Recreation Site Access Rd, Tok, AK 99780, USA"
Moon Lake State Recreation Site,,NA,Alaska,state_park,-143.5532554,63.3757769,NA,NA,NA,"Moon Lake State Recreation Site Rd, Tanacross, AK 99776, USA"
Tok River State Recreation Site,,NA,Alaska,state_park,-142.8316186,63.3253436,NA,NA,NA,"Tok River State Recreation Site Access Rd, Tok, AK 99780, USA"
Anchor River,Kenai Peninsula county,NA,Alaska,state_park,-151.5013397,59.7604239,NA,NA,NA,"Beaver Flats Rd, Homer, AK 99603, USA"
Deep Creek State Recreation Area,Kenai Peninsula county,NA,Alaska,state_park,-151.6952237,60.03500409999999,NA,NA,NA,"67480 Halibut Rd, Ninilchik, AK 99639, USA"
Stariski State Recreation Site,,NA,Alaska,state_park,-151.8121944,59.8417093,NA,NA,NA,"29795 Sterling Hwy, Anchor Point, AK 99556, USA"
Kachemak Bay State Park,Kenai Peninsula county,NA,Alaska,state_park,-151.0999234,59.4705485,NA,NA,NA,"Rocky River Rd, Seldovia, AK 99663, USA"
Ninilchik State Recreation Area,,NA,Alaska,state_park,-151.4846926,60.11399460000001,NA,NA,NA,"10136 Sterling Hwy, Ninilchik, AK 99639, USA"
Clam Gulch State Recreation Area,,NA,Alaska,state_park,-151.3973773,60.2399395,NA,NA,NA,"17467 Clam Gulch Rd, Clam Gulch, AK 99568, USA"
Crooked Creek State Recreation Site,,NA,Alaska,state_park,-151.2856033,60.3215184,NA,NA,NA,"23342 Rilinda Rd, Kasilof, AK 99610, USA"
Johnson Lake State Recreation Area,,NA,Alaska,state_park,-151.2716201,60.2902211,NA,NA,NA,"20901-21239 Crooked Creek Rd, Kasilof, AK 99610, USA"
Kasilof River State Recreation Site,,NA,Alaska,state_park,-151.3214299,60.3824102,NA,NA,NA,"28091 Cohoe Loop Rd, Kasilof, AK 99610, USA"
Kenai River Special Management Area,,NA,Alaska,state_park,-151.2786111,60.5438889,NA,NA,NA,"S Spruce St, Kenai, AK 99611, USA"
Scout Lake State Recreation Site,,NA,Alaska,state_park,-150.8298919,60.5352699,NA,NA,NA,"37901-38099 W Scout Lake Loop Rd, Sterling, AK 99672, USA"
Caines Head State Recreation Area,Kenai Peninsula county,NA,Alaska,state_park,-149.4114927,59.99948870000001,NA,NA,NA,"13655 Lowell Point Rd, Seward, AK 99664, USA"
Lowell Point State Recreation Site,,NA,Alaska,state_park,-149.4424693,60.06965069999999,NA,NA,NA,"14150 Pinnacle View Rd, Seward, AK 99664, USA"
Safety Cove State Marine Park,,NA,Alaska,state_park,-149.2265009,59.9840319,NA,NA,NA,"Sorrel Rd, Seward, AK 99664, USA"
Sandspit Point State Marine Park,,NA,Alaska,state_park,-149.3170728,59.9367865,NA,NA,NA,"Seward, AK 99664, USA"
Sunny Cove State Marine Park,,NA,Alaska,state_park,-149.3464758,59.9058812,NA,NA,NA,"Seward, AK 99664, USA"
Thumb Cove State Marine Park,,NA,Alaska,state_park,-149.3027357,60.00366220000001,NA,NA,NA,"Sorrel Rd, Seward, AK 99664, USA"
Afognak Island State Park,Kodiak Island county,NA,Alaska,state_park,-152.6414599,58.3279445,NA,NA,NA,"Kodiak, AK 99615, USA"
Buskin River State Recreation Site,,NA,Alaska,state_park,-153.3221514,57.64756329999999,NA,NA,NA,"Kodiak, AK 99615, USA"
Fort Abercrombie State Historical Park,Kodiak Island county,NA,Alaska,state_park,-152.3572397,57.8340488,NA,NA,NA,"1400 Abercrombie Dr, Kodiak, AK 99615, USA"
Pasagshak River State Recreation Site,,NA,Alaska,state_park,-152.4533099,57.46262530000001,NA,NA,NA,"41273 Pasagshak Rd, Kodiak, AK 99615, USA"
Shuyak Island State Park,,NA,Alaska,state_park,-152.501591,58.56805079999999,NA,NA,NA,"Kodiak, AK 99615, USA"
Woody Island State Recreation Site,,NA,Alaska,state_park,-152.3286111,57.7847222,NA,NA,NA,"Unnamed Road, Kodiak, AK 99615, USA"
Big Lake North State Recreation Area,,NA,Alaska,state_park,-149.854818,61.54517740000001,NA,NA,NA,"16811-17099 North Shore Dr, Wasilla, AK 99654, USA"
Big Lake South State Recreation Site,,NA,Alaska,state_park,-149.8326027,61.5319542,NA,NA,NA,"4868 S Big Lake Rd, Wasilla, AK 99654, USA"
Blair Lake State Recreation Site,,NA,Alaska,state_park,-149.264351,61.60976100000001,NA,NA,NA,"7700 E Reisner Loop, Palmer, AK 99645, USA"
Denali State Park,Matanuska-Susitna county,NA,Alaska,state_park,-150.0400058,62.7513829,NA,NA,NA,"28951 N Parks Hwy, Talkeetna, AK 99676, USA"
Lake Louise,Matanuska-Susitna county,NA,Alaska,state_park,-146.55111110000001,62.28138889999999,NA,NA,NA,"Lake Louise Rd, Glennallen, AK 99588, USA"
Nancy Lake State Recreation Area,,NA,Alaska,state_park,-149.965556,61.685278,NA,NA,NA,"20471 Twitty Ave, Willow, AK 99674, USA"
Finger Lake State Recreation Area,,NA,Alaska,state_park,-149.264351,61.60976100000001,NA,NA,NA,"7700 E Reisner Loop, Palmer, AK 99645, USA"
Hatcher Pass East Special Management Area,,NA,Alaska,state_park,-149.3088889,61.7697222,NA,NA,NA,"Fishhook-Willow Rd, Palmer, AK 99645, USA"
Independence Mines,Matanuska-Susitna county,NA,Alaska,state_park,-149.2846405,61.79031000000001,NA,NA,NA,"23264 Gold Cord Rd, Sutton, AK 99674, USA"
Kepler-Bradley Lakes State Recreation Area,,NA,Alaska,state_park,-149.2052776,61.5575408,NA,NA,NA,"Victor Lake Loop, Palmer, AK 99645, USA"
King Mountain State Recreation Site,Matanuska-Susitna county,NA,Alaska,state_park,-147.8140497,61.7994602,NA,NA,NA,"32611 Glenn Hwy, Sutton, AK 99674, USA"
Matanuska Glacier State Recreation Site,,NA,Alaska,state_park,-147.8140497,61.7994602,NA,NA,NA,"32611 Glenn Hwy, Sutton, AK 99674, USA"
Montana Creek State Recreation Site,,NA,Alaska,state_park,-150.05894609999999,62.1035569,NA,NA,NA,"George Parks Hwy, Willow, AK 99688, USA"
Rocky Lake State Recreation Site,,NA,Alaska,state_park,-149.8262835,61.5561528,NA,NA,NA,"14970 W Rocky St, Wasilla, AK 99654, USA"
Summit Lake State Recreation Site,,NA,Alaska,state_park,-145.5531444,63.1232391,NA,NA,NA,"Richardson Hwy, Delta Junction, AK 99737, USA"
Tokositna River State Recreation Site,,NA,Alaska,state_park,-150.0400058,62.7513829,NA,NA,NA,"28951 N Parks Hwy, Talkeetna, AK 99676, USA"
Willow Creek State Recreation Area,,NA,Alaska,state_park,-150.10465,61.7712719,NA,NA,NA,"Willow Creek Pkwy, Willow, AK 99688, USA"
Bettles Bay State Marine Park,,NA,Alaska,state_park,-148.3242421,60.95853930000001,NA,NA,NA,"Valdez, AK 99686, USA"
Blueberry Lake State Recreation Site,,NA,Alaska,state_park,-145.6883153,61.1212218,NA,NA,NA,"Richardson Hwy, Valdez, AK 99686, USA"
Boswell Bay State Marine Park,,NA,Alaska,state_park,-146.1459094,60.4230641,NA,NA,NA,"Boswell Bay Airport, Chugach National Forest, Cordova, AK 99574, USA"
Canoe Passage State Marine Park,,NA,Alaska,state_park,-146.1448318,60.51768159999999,NA,NA,NA,"Whitshed Rd, Cordova, AK 99574, USA"
Decision Point State Marine Park,,NA,Alaska,state_park,-148.4607626,60.7991283,NA,NA,NA,"Shotgun Cove Trail, Whittier, AK 99693, USA"
Entry Cove State Marine Park,,NA,Alaska,state_park,-148.3585266,60.8048531,NA,NA,NA,"Shotgun Cove Trail, Whittier, AK 99693, USA"
Granite Bay State Marine Park,,NA,Alaska,state_park,-148.0951917,60.8884699,NA,NA,NA,"Whittier, AK 99693, USA"
Horseshoe Bay State Marine Park,,NA,Alaska,state_park,-147.9444143,60.03209150000001,NA,NA,NA,"515 Main St, Chenega, AK 99574, USA"
Jack Bay State Marine Park,,NA,Alaska,state_park,-146.5634286,61.03102459999999,NA,NA,NA,"Quarry Dr, Valdez, AK 99686, USA"
Kayak Island State Marine Park,,NA,Alaska,state_park,-144.4145083,59.9244484,NA,NA,NA,"Valdez-Cordova, AK, USA"
Sawmill Bay State Marine Park,,NA,Alaska,state_park,-146.7874532,61.06865920000001,NA,NA,NA,"Trail to Ellamar, Tatitlek, AK 99677, USA"
Shoup Bay State Marine Park,,NA,Alaska,state_park,-146.6071926,61.13079310000001,NA,NA,NA,"Valdez, AK, USA"
Shoup Glacier State Marine Park,,NA,Alaska,state_park,-146.6071926,61.13079310000001,NA,NA,NA,"Valdez, AK, USA"
South Esther Island State Marine Park,,NA,Alaska,state_park,-148.0745599,60.7917547,NA,NA,NA,"Whittier, AK 99693, USA"
Surprise Cove State Marine Park,,NA,Alaska,state_park,-148.3906407,60.75477540000001,NA,NA,NA,"Valdez-Cordova, AK, USA"
Surprise Ridge State Marine Park,,NA,Alaska,state_park,NA,NA,NA,NA,NA,NA
Worthington Glacier,,NA,Alaska,state_park,-145.763333,61.17027799999999,NA,NA,NA,"Richardson Hwy, Valdez, AK 99686, USA"
Zeigler Cove State Marine Park,,NA,Alaska,state_park,-148.3197543,60.83857859999999,NA,NA,NA,"Shotgun Cove Trail, Whittier, AK 99693, USA"
Alaska Chilkat Bald Eagle Preserve,Haines Borough county,NA,Alaska,state_park,-135.8357334,59.3740093,NA,NA,NA,"State Hwy 7, Haines, AK 99827, USA"
Creating Chilkat Islands State Marine Park,,NA,Alaska,state_park,NA,NA,NA,NA,NA,NA
Chilkat State Park,,NA,Alaska,state_park,-135.3653447,59.11661830000001,NA,NA,NA,"Rutzebeck Rd, Haines, AK 99827, USA"
Chilkoot Lake,Haines Borough county,NA,Alaska,state_park,-135.6019049,59.3535312,NA,NA,NA,"Chilkoot Lake Rd, Haines, AK 99827, USA"
Mosquito Lake State Recreation Site,,NA,Alaska,state_park,-135.3653447,59.11661830000001,NA,NA,NA,"Rutzebeck Rd, Haines, AK 99827, USA"
Portage Cove State Recreation Site,,NA,Alaska,state_park,-135.4005411,59.22079929999999,NA,NA,NA,"Beach Rd, Haines, AK 99827, USA"
Sullivan Island State Marine Park,,NA,Alaska,state_park,-135.3224166,58.9632525,NA,NA,NA,"Haines, AK, USA"
Eagle Beach State Recreation Area,,NA,Alaska,state_park,-134.8270391,58.530203,NA,NA,NA,"28955 Glacier Hwy, Juneau, AK 99801, USA"
Ernest Gruening Cabin,Greater Juneau county,NA,Alaska,state_park,-134.7821859,58.4929607,NA,NA,NA,"24990-25498 Amalga Harbor Rd, Juneau, AK 99801, USA"
Funter Bay State Marine Park,,NA,Alaska,state_park,-134.8701992,58.2939483,NA,NA,NA,"Bear Creek Trail, Angoon, AK 99820, USA"
Juneau Trail System,,NA,Alaska,state_park,-134.5810085,58.36354499999999,NA,NA,NA,"9000 Glacier Hwy, Juneau, AK 99801, USA"
Oliver Inlet State Marine Park,,NA,Alaska,state_park,-134.314129,58.1014236,NA,NA,NA,"NF-528, Juneau, AK 99801, USA"
Point Bridget State Park,,NA,Alaska,state_park,-134.9672134,58.6610858,NA,NA,NA,"40001 Glacier Hwy, Juneau, AK 99801, USA"
Shelter Island State Marine Park,,NA,Alaska,state_park,-134.8541667,58.4166667,NA,NA,NA,"99 Saginaw Way, Juneau, AK 99801, USA"
St. James Bay State Marine Park,,NA,Alaska,state_park,-135.1800295,58.6026894,NA,NA,NA,"34201 Glacier Hwy, Juneau, AK 99801, USA"
Taku Harbor State Marine Park,,NA,Alaska,state_park,-134.020812,58.0573419,NA,NA,NA,"Juneau, AK, USA"
Wickersham State Historic Site,,NA,Alaska,state_park,-134.4113387,58.3034885,NA,NA,NA,"213 7th St, Juneau, AK 99801, USA"
Black Sands Beach State Marine Park,,NA,Alaska,state_park,NA,NA,NA,NA,NA,NA
Dall Bay State Marine Park,,NA,Alaska,state_park,-131.746914,55.1548526,NA,NA,NA,"Lower Atkinson St, Metlakatla, AK 99926, USA"
Grindall Island,,NA,Alaska,state_park,-132.1388365,55.44461,NA,NA,NA,"Prince of Wales-Hyder Census Area, AK, USA"
Refuge Cove State Recreation Site,,NA,Alaska,state_park,-131.7586495,55.4087724,NA,NA,NA,"619-793 Sunset Dr, Ketchikan, AK 99901, USA"
Settlers Cove State Recreation Site,,NA,Alaska,state_park,-131.7248743,55.5101059,NA,NA,NA,"18011 N Tongass Hwy, Ketchikan, AK 99901, USA"
Totem Bight State Historical Park,Ketchikan Gateway county,NA,Alaska,state_park,-131.7725377,55.4201157,NA,NA,NA,"9883 N Tongass Hwy, Ketchikan, AK 99901, USA"
Castle Hill,Sitka county,NA,Alaska,state_park,-135.3361111,57.0491667,NA,NA,NA,"Harbor Rd, Sitka, AK 99835, USA"
Big Bear/Baby Bear State Marine Park,,NA,Alaska,state_park,-135.5646481,57.4325671,NA,NA,NA,"Sitka, AK, USA"
Halibut Point State Recreation Site,,NA,Alaska,state_park,-135.4000245,57.1020984,NA,NA,NA,"3850 F-99, Sitka, AK 99835, USA"
Magoun Islands State Marine Park,,NA,Alaska,state_park,-135.5936307,57.1602057,NA,NA,NA,"5304 F-99, Sitka, AK 99835, USA"
Park name,County county,ft,Arizona,state_park,-110.3488848,31.836596,NA,NA,NA,"Park Srv Rd, Benson, AZ 85602, USA"
Alamo Lake State Park,La Paz & Mohave county,Features a remote reservoir on the Bill Williams River with premiere bass fishing and stargazing,Arizona,state_park,-113.5553974,34.2353282,NA,NA,NA,"Cholla Rd, Wenden, AZ 85357, USA"
Boyce Thompson Arboretum State Park,Pinal county,Comprises Arizona's oldest and largest botanical garden,Arizona,state_park,-111.159885,33.280738,NA,NA,NA,"Boyce Thompson Rd, Superior, AZ 85173, USA"
Buckskin Mountain State Park,La Paz county,Provides water recreation on the Colorado River in the Parker Valley,Arizona,state_park,-114.1594681,34.2568762,NA,NA,NA,"Ranger Way, Parker, AZ 85344, USA"
Catalina State Park,Pima county,Preserves a diverse desert landscape at the foot of the Santa Catalina Mountains,Arizona,state_park,-110.9139135,32.4362243,NA,NA,NA,"Unnamed Road, Catalina, AZ 85739, USA"
Cattail Cove State Park,Mohave county,Provides water recreation on Lake Havasu,Arizona,state_park,-114.1697365,34.3515143,NA,NA,NA,"Lake Shore Blvd, Lake Havasu City, AZ 86406, USA"
Dead Horse Ranch State Park,Yavapai county,Provides outdoor recreation along the Verde River,Arizona,state_park,-112.019404,34.753925,NA,NA,NA,"628-698 Dead Horse Ranch Rd, Cottonwood, AZ 86326, USA"
Fool Hollow Lake Recreation Area,Navajo county,Surrounds a 150-acre (61 ha) mountain reservoir,Arizona,state_park,-110.0741088,34.2687048,NA,NA,NA,"1500 Fools Hollow Rd, Show Low, AZ 85901, USA"
Fort Verde State Historic Park,Yavapai county,"Interprets the best-preserved Indian Wars-era fort in Arizona, active from 1871–1891",Arizona,state_park,-111.8520983,34.5641262,NA,NA,NA,"191 E Hollamon St, Camp Verde, AZ 86322, USA"
Homolovi State Park,Navajo county,Preserves several pueblo ruins and other Ancestral Puebloan archaeological sites,Arizona,state_park,-110.6642254,35.0298467,NA,NA,NA,"66 Sunset Rd, Winslow, AZ 86047, USA"
Jerome State Historic Park,Yavapai county,Honors the Douglas family of mining entrepreneurs in their 1916 adobe mansion,Arizona,state_park,-112.1122009,34.7541046,NA,NA,NA,"75 Douglas Rd, Jerome, AZ 86331, USA"
Kartchner Caverns State Park,Cochise county,Preserves a limestone cave kept in near-pristine condition since its discovery in 1974,Arizona,state_park,-110.3488848,31.836596,NA,NA,NA,"Park Srv Rd, Benson, AZ 85602, USA"
Lake Havasu State Park,Mohave county,Provides water recreation on Lake Havasu,Arizona,state_park,-114.3599939,34.49233400000001,NA,NA,NA,"Industrial Blvd, Lake Havasu City, AZ 86403, USA"
Lost Dutchman State Park,Pinal county,"Faces the Superstition Mountains, where the Lost Dutchman's Gold Mine is said to be hidden",Arizona,state_park,-111.4782199,33.4565317,NA,NA,NA,"6109 E Apache Trl, Apache Junction, AZ 85119, USA"
Lyman Lake State Park,Apache county,Features Lyman Reservoir and a 14th Century pueblo ruin,Arizona,state_park,-109.379196,34.361611,NA,NA,NA,"State Hwy 81, St Johns, AZ 85936, USA"
McFarland State Historic Park,Pinal county,Preserves a courthouse and jail from the Arizona Territory era,Arizona,state_park,-111.3877878,33.0361319,NA,NA,NA,"96-104 Ruggles St, Florence, AZ 85132, USA"
Oracle State Park,Pinal county,"Features an environmental learning center, a historic ranchhouse, and wildlife habitat in the foothills of the Santa Catalina Mountains",Arizona,state_park,-110.732062,32.607054,NA,NA,NA,"Wildlife Dr, Oracle, AZ 85623, USA"
Patagonia Lake State Park,Santa Cruz county,Provides recreational opportunities on 265-acre (107 ha) Patagonia Lake,Arizona,state_park,-110.85381,31.488333,NA,NA,NA,"407 Patagonia Lake Rd, Nogales, AZ 85621, USA"
Picacho Peak State Park,Pinal county,"Features a distinctive 3,374-foot (1,028 m) peak and spring wildflowers",Arizona,state_park,-111.40067,32.63506780000001,NA,NA,NA,"Sunset Vista Trail, Picacho, AZ 85141, USA"
Red Rock State Park,Yavapai county,Preserves a section of scenic red rock canyon,Arizona,state_park,-111.8308639,34.8128568,NA,NA,NA,"455 Smoke Trail Ln, Sedona, AZ 86336, USA"
Riordan Mansion State Historic Park,Coconino county,Interprets the 1904 adjoined homes of influential lumber-baron brothers Timothy and Michael Riordan,Arizona,state_park,-111.6589925,35.187203,NA,NA,NA,"409 W Riordan Rd, Flagstaff, AZ 86001, USA"
Roper Lake State Park,Graham county,Features a 32-acre (13 ha) fishing reservoir and a pond fed by a natural hot spring,Arizona,state_park,-109.7048509,32.7561688,NA,NA,NA,"101-799 E Roper Lake Rd, Safford, AZ 85546, USA"
San Rafael State Natural Area,Santa Cruz county,Preserves a native grassland largely free of invasive plants. A former ranch complex is now a district on the National Register of Historic Places,Arizona,state_park,-110.6109327,31.4188126,NA,NA,NA,"San Rafael Valley Rd Fr 58, Patagonia, AZ 85624, USA"
Slide Rock State Park,Coconino county,Features a natural waterslide and a historic apple orchard in Oak Creek Canyon,Arizona,state_park,-111.7543244,34.9456358,NA,NA,NA,"8067 AZ-89A, Sedona, AZ 86336, USA"
Sonoita Creek State Natural Area,Santa Cruz county,Preserves a diverse transition zone around Sonoita Creek adjacent to Patagonia Lake State Park,Arizona,state_park,-110.8642328,31.4826281,NA,NA,NA,"Unnamed Road, Rio Rico, AZ 85648, USA"
Tombstone Courthouse State Historic Park,Cochise county,"Preserves the historic 1882 courthouse, sheriff’s office, and jail",Arizona,state_park,-110.0689423,31.7122557,NA,NA,NA,"223 E Toughnut St, Tombstone, AZ 85638, USA"
Tonto Natural Bridge State Park,Gila county,Features the world's largest natural arch made of travertine,Arizona,state_park,-111.453632,34.3222774,NA,NA,NA,"Nf-583A, Pine, AZ 85544, USA"
Tubac Presidio State Historic Park,Santa Cruz county,"Preserves the ruins of the 1753 Presidio San Ignacio de Tubac, an 1885 schoolhouse, and other structures plus a museum",Arizona,state_park,-111.0467876,31.611361,NA,NA,NA,"1 Burruel St, Tubac, AZ 85646, USA"
Verde River Greenway State Natural Area,Yavapai county,Preserves a 6-mile (9.7 km) section of the Verde River adjacent to Dead Horse Ranch State Park,Arizona,state_park,-112.0017633,34.7525498,NA,NA,NA,"Golden Eagle Rd, Cottonwood, AZ 86326, USA"
Yuma Quartermaster Depot State Historic Park,Yuma county,Interprets an 1864 U.S. Army facility that supplied 14 military posts around the Southwest,Arizona,state_park,-114.6226551,32.7273811,NA,NA,NA,"201 N 4th Ave, Yuma, AZ 85364, USA"
Yuma Territorial Prison State Historic Park,Yuma county,Interprets the famous Arizona Territory prison that operated from 1876 to 1909,Arizona,state_park,-114.614955,32.727049,NA,NA,NA,"1 Prison Hill Rd, Yuma, AZ 85364, USA"
Arkansas Museum of Natural Resources,Union county,Museum preserving and interpreting the history of oil and bromine mining in Arkansas,Arkansas,state_park,-92.7145031,33.3371217,NA,NA,NA,"4689-4701 AR-7, Smackover, AR 71762, USA"
Arkansas Post Museum,Arkansas county,"Museum dedicated to the history of Arkansas Post, Arkansas's territorial capital until 1821. Located on the grounds of the Arkansas Post National Memorial (National Park Service)",Arkansas,state_park,-91.3731056,34.032142,NA,NA,NA,"5653 US-165, Gillett, AR 72055, USA"
Bull Shoals-White River State Park,Baxter county,Trout fishing destination above and below Bull Shoals Dam with over 100 campsites,Arkansas,state_park,-92.5911634,36.3533105,NA,NA,NA,"Bullshoals Park, Lakeview, AR 72642, USA"
Cane Creek State Park,Lincoln county,Wooded lake along Bayou Bartholomew including a hiking trail and camping,Arkansas,state_park,-91.76475909999999,33.9129787,NA,NA,NA,"Grasshopper Cir, Star City, AR 71667, USA"
Conway Cemetery State Park,Lafayette county,Historical state park with no recreational services located on James Sevier Conway's (the first governor of Arkansas) former cotton plantation,Arkansas,state_park,-93.683578,33.10197300000001,NA,NA,NA,"County Rd 9, Bradley, AR 71826, USA"
Cossatot River State Park-Natural Area,Howard county,"Class III, IV, and V whitewater rafting river listed on the National Park Service's National Wild and Scenic Rivers System",Arkansas,state_park,-94.17745239999999,34.2938191,NA,NA,NA,"16221-16261 US-278, Umpire, AR 71971, USA"
